Product,Date,CPI_Value
Energy 9,September 2018,173.5
Food and energy 9,October 2018,149.5
Fresh fruit and vegetables,October 2018,140.1
Energy 9,October 2018,175.4
Food and energy 9,November 2018,148.4
Fresh fruit and vegetables,November 2018,146.8
Energy 9,November 2018,168.0
Food and energy 9,December 2018,148.3
Fresh fruit and vegetables,December 2018,152.9
Energy 9,December 2018,164.0
Food and energy 9,January 2019,148.7
Fresh fruit and vegetables,January 2019,156.0
Energy 9,January 2019,161.7
Food and energy 9,February 2019,149.1
Fresh fruit and vegetables,February 2019,155.3
Energy 9,February 2019,163.1
Food and energy 9,March 2019,151.9
Fresh fruit and vegetables,March 2019,159.1
Energy 9,March 2019,171.5
Food and energy 9,April 2019,154.4
Fresh fruit and vegetables,April 2019,155.4
Energy 9,April 2019,183.9
Food and energy 9,May 2019,155.0
Fresh fruit and vegetables,May 2019,153.7
Energy 9,May 2019,185.9
Food and energy 9,June 2019,153.4
Fresh fruit and vegetables,June 2019,162.8
Energy 9,June 2019,176.2
Food and energy 9,July 2019,154.6
Fresh fruit and vegetables,July 2019,161.6
Energy 9,July 2019,175.1
Food and energy 9,August 2019,153.8
Fresh fruit and vegetables,August 2019,160.2
Energy 9,August 2019,171.8
Food and energy 9,September 2019,154.4
Fresh fruit and vegetables,September 2019,157.2
Energy 9,September 2019,174.3
Food and energy 9,October 2019,154.8
Fresh fruit and vegetables,October 2019,153.6
Energy 9,October 2019,177.3
Food and energy 9,November 2019,153.9
Fresh fruit and vegetables,November 2019,157.8
Energy 9,November 2019,169.6
Food and energy 9,December 2019,153.3
Fresh fruit and vegetables,December 2019,161.2
Energy 9,December 2019,167.6
Food and energy 9,January 2020,155.5
Fresh fruit and vegetables,January 2020,168.4
Energy 9,January 2020,170.3
Food and energy 9,February 2020,155.2
Fresh fruit and vegetables,February 2020,162.3
Energy 9,February 2020,171.7
Food and energy 9,March 2020,151.8
Fresh fruit and vegetables,March 2020,160.9
Energy 9,March 2020,157.2
Food and energy 9,April 2020,147.9
Fresh fruit and vegetables,April 2020,156.6
Energy 9,April 2020,140.0
Food and energy 9,May 2020,150.8
Fresh fruit and vegetables,May 2020,161.2
Energy 9,May 2020,149.4
Food and energy 9,June 2020,153.5
Fresh fruit and vegetables,June 2020,164.4
Energy 9,June 2020,159.1
Food and energy 9,July 2020,154.5
Fresh fruit and vegetables,July 2020,164.8
Energy 9,July 2020,162.2
Food and energy 9,August 2020,153.8
Fresh fruit and vegetables,August 2020,163.0
Energy 9,August 2020,163.1
Food and energy 9,September 2020,153.0
Fresh fruit and vegetables,September 2020,159.5
Energy 9,September 2020,161.1
Food and energy 9,October 2020,153.0
Fresh fruit and vegetables,October 2020,161.1
Energy 9,October 2020,160.1
Food and energy 9,November 2020,153.3
Fresh fruit and vegetables,November 2020,165.3
Energy 9,November 2020,159.3
Food and energy 9,December 2020,153.9
Fresh fruit and vegetables,December 2020,165.9
Energy 9,December 2020,160.4
Food and energy 9,January 2021,155.9
Fresh fruit and vegetables,January 2021,167.3
Energy 9,January 2021,168.0
Food and energy 9,February 2021,157.6
Fresh fruit and vegetables,February 2021,166.1
Energy 9,February 2021,173.8
Food and energy 9,March 2021,158.9
Fresh fruit and vegetables,March 2021,162.2
Energy 9,March 2021,180.2
Food and energy 9,April 2021,159.3
Fresh fruit and vegetables,April 2021,153.5
Energy 9,April 2021,182.5
Food and energy 9,May 2021,161.2
Fresh fruit and vegetables,May 2021,159.7
Energy 9,May 2021,185.7
Food and energy 9,June 2021,162.1
Fresh fruit and vegetables,June 2021,157.8
Energy 9,June 2021,187.9
Food and energy 9,July 2021,163.7
Fresh fruit and vegetables,July 2021,156.8
Energy 9,July 2021,194.7
Food and energy 9,August 2021,163.7
Fresh fruit and vegetables,August 2021,157.6
Energy 9,August 2021,193.2
Food and energy 9,September 2021,163.4
Fresh fruit and vegetables,September 2021,155.8
Energy 9,September 2021,188.6
Food and energy 9,October 2021,165.2
Fresh fruit and vegetables,October 2021,155.9
Energy 9,October 2021,194.3
Food and energy 9,November 2021,166.0
Fresh fruit and vegetables,November 2021,165.0
Energy 9,November 2021,192.9
Food and energy 9,December 2021,165.6
Fresh fruit and vegetables,December 2021,165.8
Energy 9,December 2021,189.8
Food and energy 9,January 2022,169.3
Fresh fruit and vegetables,January 2022,169.7
Energy 9,January 2022,200.6
Food and energy 9,February 2022,171.5
Fresh fruit and vegetables,February 2022,170.9
Energy 9,February 2022,205.4
Food and energy 9,March 2022,177.4
Fresh fruit and vegetables,March 2022,171.9
Energy 9,March 2022,224.3
Food and energy 9,April 2022,178.2
Fresh fruit and vegetables,April 2022,169.4
Energy 9,April 2022,224.1
Food and energy 9,May 2022,182.3
Fresh fruit and vegetables,May 2022,172.5
Energy 9,May 2022,239.7
Food and energy 9,June 2022,183.7
Fresh fruit and vegetables,June 2022,171.5
Energy 9,June 2022,247.0
Food and energy 9,July 2022,183.5
Fresh fruit and vegetables,July 2022,175.9
Energy 9,July 2022,234.5
Food and energy 9,August 2022,181.5
Fresh fruit and vegetables,August 2022,176.3
Energy 9,August 2022,222.5
Food and energy 9,September 2022,183.3
Fresh fruit and vegetables,September 2022,174.3
Energy 9,September 2022,227.8
Food and energy 9,October 2022,185.4
Fresh fruit and vegetables,October 2022,172.8
Energy 9,October 2022,235.5
Food and energy 9,November 2022,182.9
Fresh fruit and vegetables,November 2022,182.6
Energy 9,November 2022,218.6
Food and energy 9,December 2022,180.0
Fresh fruit and vegetables,December 2022,189.9
Energy 9,December 2022,200.9
Food and energy 9,January 2023,184.1
Fresh fruit and vegetables,January 2023,197.8
Energy 9,January 2023,209.3
Food and energy 9,February 2023,185.5
Fresh fruit and vegetables,February 2023,192.4
Energy 9,February 2023,211.7
Food and energy 9,March 2023,185.1
Fresh fruit and vegetables,March 2023,184.8
Energy 9,March 2023,213.1
Food and energy 9,April 2023,186.3
Fresh fruit and vegetables,April 2023,179.6
Energy 9,April 2023,216.7
Food and energy 9,May 2023,187.3
Fresh fruit and vegetables,May 2023,186.9
Energy 9,May 2023,215.4
Food and energy 9,June 2023,189.1
Fresh fruit and vegetables,June 2023,185.8
Energy 9,June 2023,223.8
Food and energy 9,July 2023,188.9
Fresh fruit and vegetables,July 2023,185.5
Energy 9,July 2023,219.2
Food and energy 9,August 2023,190.4
Fresh fruit and vegetables,August 2023,182.4
Energy 9,August 2023,225.2
Food and energy 9,September 2023,190.4
Fresh fruit and vegetables,September 2023,181.2
Energy 9,September 2023,224.5
Food and energy 9,October 2023,188.0
Fresh fruit and vegetables,October 2023,176.5
Energy 9,October 2023,213.6
Food and energy 9,November 2023,187.7
Fresh fruit and vegetables,November 2023,185.8
Energy 9,November 2023,207.7
Food and energy 9,December 2023,187.7
Fresh fruit and vegetables,December 2023,189.3
Energy 9,December 2023,201.0
Food and energy 9,January 2024,187.8
Fresh fruit and vegetables,January 2024,196.7
Energy 9,January 2024,196.0
Food and energy 9,February 2024,189.0
Fresh fruit and vegetables,February 2024,198.8
Energy 9,February 2024,202.3
Food and energy 9,March 2024,190.8
Fresh fruit and vegetables,March 2024,188.9
Energy 9,March 2024,216.2
Food and energy 9,April 2024,192.5
Fresh fruit and vegetables,April 2024,182.5
Energy 9,April 2024,228.9
Food and energy 9,May 2024,193.1
Fresh fruit and vegetables,May 2024,190.0
Energy 9,May 2024,224.5
Food and energy 9,June 2024,191.7
Fresh fruit and vegetables,June 2024,189.1
Energy 9,June 2024,214.7
Food and energy 9,July 2024,191.5
Fresh fruit and vegetables,July 2024,191.2
Energy 9,July 2024,213.5
Food and energy 9,August 2024,191.2
Fresh fruit and vegetables,August 2024,188.2
Energy 9,August 2024,210.8
Food and energy 9,September 2024,190.5
Fresh fruit and vegetables,September 2024,189.0
Energy 9,September 2024,206.5
Food and energy 9,October 2024,191.0
Fresh fruit and vegetables,October 2024,186.2
Energy 9,October 2024,206.1
Food and energy 9,November 2024,191.6
Fresh fruit and vegetables,November 2024,192.0
Energy 9,November 2024,205.8
Food and energy 9,December 2024,189.3
Fresh fruit and vegetables,December 2024,193.1
Energy 9,December 2024,203.8
Food and energy 9,January 2025,191.5
Fresh fruit and vegetables,January 2025,201.6
Energy 9,January 2025,213.5
Food and energy 9,February 2025,194.9
Fresh fruit and vegetables,February 2025,203.0
Energy 9,February 2025,218.6
Food and energy 9,March 2025,195.1
Fresh fruit and vegetables,March 2025,195.9
Energy 9,March 2025,214.8
Food and energy 9,April 2025,191.5
Fresh fruit and vegetables,April 2025,195.4
Energy 9,April 2025,195.1
Food and energy 9,May 2025,192.7
Fresh fruit and vegetables,May 2025,196.0
Energy 9,May 2025,200.6
Food and energy 9,January 2015,132.8
Fresh fruit and vegetables,January 2015,125.0
Energy 9,January 2015,140.4
Food and energy 9,February 2015,132.4
Fresh fruit and vegetables,February 2015,124.8
Energy 9,February 2015,138.4
Food and energy 9,March 2015,134.1
Fresh fruit and vegetables,March 2015,125.2
Energy 9,March 2015,142.2
Food and energy 9,April 2015,134.0
Fresh fruit and vegetables,April 2015,122.9
Energy 9,April 2015,143.4
Food and energy 9,May 2015,135.6
Fresh fruit and vegetables,May 2015,122.4
Energy 9,May 2015,145.5
Food and energy 9,June 2015,137.0
Fresh fruit and vegetables,June 2015,128.3
Energy 9,June 2015,148.6
Food and energy 9,July 2015,137.5
Fresh fruit and vegetables,July 2015,127.0
Energy 9,July 2015,149.1
Food and energy 9,August 2015,138.8
Fresh fruit and vegetables,August 2015,125.7
Energy 9,August 2015,151.5
Food and energy 9,September 2015,137.3
Fresh fruit and vegetables,September 2015,123.0
Energy 9,September 2015,147.7
Food and energy 9,October 2015,136.6
Fresh fruit and vegetables,October 2015,127.2
Energy 9,October 2015,146.1
Food and energy 9,November 2015,135.5
Fresh fruit and vegetables,November 2015,130.3
Energy 9,November 2015,143.2
Food and energy 9,December 2015,133.1
Fresh fruit and vegetables,December 2015,134.7
Energy 9,December 2015,134.3
Food and energy 9,January 2016,132.9
Fresh fruit and vegetables,January 2016,145.9
Energy 9,January 2016,131.5
Food and energy 9,February 2016,129.4
Fresh fruit and vegetables,February 2016,147.9
Energy 9,February 2016,122.3
Food and energy 9,March 2016,129.4
Fresh fruit and vegetables,March 2016,133.4
Energy 9,March 2016,125.0
Food and energy 9,April 2016,130.7
Fresh fruit and vegetables,April 2016,131.1
Energy 9,April 2016,129.6
Food and energy 9,May 2016,132.6
Fresh fruit and vegetables,May 2016,127.9
Energy 9,May 2016,134.5
Food and energy 9,June 2016,135.4
Fresh fruit and vegetables,June 2016,130.9
Energy 9,June 2016,142.1
Food and energy 9,July 2016,134.0
Fresh fruit and vegetables,July 2016,125.7
Energy 9,July 2016,140.2
Food and energy 9,August 2016,134.5
Fresh fruit and vegetables,August 2016,132.5
Energy 9,August 2016,139.0
Food and energy 9,September 2016,133.7
Fresh fruit and vegetables,September 2016,121.9
Energy 9,September 2016,141.3
Food and energy 9,October 2016,135.3
Fresh fruit and vegetables,October 2016,125.2
Energy 9,October 2016,143.5
Food and energy 9,November 2016,134.8
Fresh fruit and vegetables,November 2016,121.2
Energy 9,November 2016,142.4
Food and energy 9,December 2016,134.1
Fresh fruit and vegetables,December 2016,129.9
Energy 9,December 2016,140.8
Food and energy 9,January 2017,135.3
Fresh fruit and vegetables,January 2017,125.8
Energy 9,January 2017,145.5
Food and energy 9,February 2017,135.0
Fresh fruit and vegetables,February 2017,125.0
Energy 9,February 2017,145.1
Food and energy 9,March 2017,135.9
Fresh fruit and vegetables,March 2017,123.1
Energy 9,March 2017,145.5
Food and energy 9,April 2017,136.4
Fresh fruit and vegetables,April 2017,133.6
Energy 9,April 2017,146.1
Food and energy 9,May 2017,136.0
Fresh fruit and vegetables,May 2017,139.0
Energy 9,May 2017,143.2
Food and energy 9,June 2017,135.0
Fresh fruit and vegetables,June 2017,134.1
Energy 9,June 2017,141.0
Food and energy 9,July 2017,134.1
Fresh fruit and vegetables,July 2017,140.9
Energy 9,July 2017,137.5
Food and energy 9,August 2017,133.3
Fresh fruit and vegetables,August 2017,131.2
Energy 9,August 2017,137.6
Food and energy 9,September 2017,135.3
Fresh fruit and vegetables,September 2017,132.6
Energy 9,September 2017,144.8
Food and energy 9,October 2017,134.2
Fresh fruit and vegetables,October 2017,124.5
Energy 9,October 2017,143.1
Food and energy 9,November 2017,139.5
Fresh fruit and vegetables,November 2017,132.7
Energy 9,November 2017,154.6
Food and energy 9,December 2017,138.8
Fresh fruit and vegetables,December 2017,137.2
Energy 9,December 2017,154.3
Food and energy 9,January 2018,139.0
Fresh fruit and vegetables,January 2018,138.8
Energy 9,January 2018,153.8
Food and energy 9,February 2018,139.4
Fresh fruit and vegetables,February 2018,138.8
Energy 9,February 2018,155.0
Food and energy 9,March 2018,138.6
Fresh fruit and vegetables,March 2018,131.3
Energy 9,March 2018,153.8
Food and energy 9,April 2018,140.6
Fresh fruit and vegetables,April 2018,131.0
Energy 9,April 2018,159.6
Food and energy 9,May 2018,142.5
Fresh fruit and vegetables,May 2018,134.2
Energy 9,May 2018,167.1
Food and energy 9,June 2018,142.6
Fresh fruit and vegetables,June 2018,137.7
Energy 9,June 2018,167.8
Food and energy 9,July 2018,143.2
Fresh fruit and vegetables,July 2018,143.8
Energy 9,July 2018,166.6
Food and energy 9,August 2018,142.5
Fresh fruit and vegetables,August 2018,141.1
Energy 9,August 2018,167.1
Food and energy 9,September 2018,141.7
Fresh fruit and vegetables,September 2018,133.2
Energy 9,September 2018,167.0
Food and energy 9,October 2018,142.2
Fresh fruit and vegetables,October 2018,133.1
Energy 9,October 2018,169.9
Food and energy 9,November 2018,144.3
Fresh fruit and vegetables,November 2018,143.5
Energy 9,November 2018,169.3
Food and energy 9,December 2018,140.0
Fresh fruit and vegetables,December 2018,146.1
Energy 9,December 2018,157.7
Food and energy 9,January 2019,139.9
Fresh fruit and vegetables,January 2019,147.3
Energy 9,January 2019,154.1
Food and energy 9,February 2019,139.5
Fresh fruit and vegetables,February 2019,149.5
Energy 9,February 2019,154.2
Food and energy 9,March 2019,141.0
Fresh fruit and vegetables,March 2019,152.1
Energy 9,March 2019,157.9
Food and energy 9,April 2019,142.9
Fresh fruit and vegetables,April 2019,150.4
Energy 9,April 2019,165.8
Food and energy 9,May 2019,144.7
Fresh fruit and vegetables,May 2019,154.7
Energy 9,May 2019,166.4
Food and energy 9,June 2019,144.4
Fresh fruit and vegetables,June 2019,161.0
Energy 9,June 2019,166.2
Food and energy 9,July 2019,146.1
Fresh fruit and vegetables,July 2019,159.3
Energy 9,July 2019,170.2
Food and energy 9,August 2019,145.0
Fresh fruit and vegetables,August 2019,156.9
Energy 9,August 2019,169.7
Food and energy 9,September 2019,144.7
Fresh fruit and vegetables,September 2019,153.7
Energy 9,September 2019,169.5
Food and energy 9,October 2019,144.5
Fresh fruit and vegetables,October 2019,149.9
Energy 9,October 2019,170.8
Food and energy 9,November 2019,146.2
Fresh fruit and vegetables,November 2019,151.3
Energy 9,November 2019,171.5
Food and energy 9,December 2019,146.9
Fresh fruit and vegetables,December 2019,154.0
Energy 9,December 2019,173.7
Food and energy 9,January 2020,150.0
Fresh fruit and vegetables,January 2020,156.4
Energy 9,January 2020,183.0
Food and energy 9,February 2020,149.0
Fresh fruit and vegetables,February 2020,153.0
Energy 9,February 2020,181.6
Food and energy 9,March 2020,146.0
Fresh fruit and vegetables,March 2020,152.4
Energy 9,March 2020,171.0
Food and energy 9,April 2020,138.9
Fresh fruit and vegetables,April 2020,142.0
Energy 9,April 2020,154.8
Food and energy 9,May 2020,137.5
Fresh fruit and vegetables,May 2020,142.7
Energy 9,May 2020,149.4
Food and energy 9,June 2020,139.1
Fresh fruit and vegetables,June 2020,142.7
Energy 9,June 2020,157.1
Food and energy 9,July 2020,141.1
Fresh fruit and vegetables,July 2020,145.3
Energy 9,July 2020,161.8
Food and energy 9,August 2020,139.4
Fresh fruit and vegetables,August 2020,142.0
Energy 9,August 2020,161.8
Food and energy 9,September 2020,140.3
Fresh fruit and vegetables,September 2020,142.8
Energy 9,September 2020,161.3
Food and energy 9,October 2020,140.7
Fresh fruit and vegetables,October 2020,142.0
Energy 9,October 2020,162.0
Food and energy 9,November 2020,142.0
Fresh fruit and vegetables,November 2020,147.1
Energy 9,November 2020,163.5
Food and energy 9,December 2020,142.0
Fresh fruit and vegetables,December 2020,148.2
Energy 9,December 2020,164.8
Food and energy 9,January 2021,143.9
Fresh fruit and vegetables,January 2021,149.0
Energy 9,January 2021,169.0
Food and energy 9,February 2021,144.8
Fresh fruit and vegetables,February 2021,148.9
Energy 9,February 2021,171.6
Food and energy 9,March 2021,145.4
Fresh fruit and vegetables,March 2021,140.7
Energy 9,March 2021,177.7
Food and energy 9,April 2021,148.0
Fresh fruit and vegetables,April 2021,139.0
Energy 9,April 2021,182.6
Food and energy 9,May 2021,148.4
Fresh fruit and vegetables,May 2021,139.3
Energy 9,May 2021,182.6
Food and energy 9,June 2021,149.5
Fresh fruit and vegetables,June 2021,138.9
Energy 9,June 2021,185.1
Food and energy 9,July 2021,150.9
Fresh fruit and vegetables,July 2021,139.1
Energy 9,July 2021,187.5
Food and energy 9,August 2021,150.6
Fresh fruit and vegetables,August 2021,138.0
Energy 9,August 2021,188.7
Food and energy 9,September 2021,151.8
Fresh fruit and vegetables,September 2021,137.4
Energy 9,September 2021,191.3
Food and energy 9,October 2021,152.8
Fresh fruit and vegetables,October 2021,133.2
Energy 9,October 2021,194.0
Food and energy 9,November 2021,152.2
Fresh fruit and vegetables,November 2021,138.3
Energy 9,November 2021,193.7
Food and energy 9,December 2021,152.4
Fresh fruit and vegetables,December 2021,143.0
Energy 9,December 2021,195.7
Food and energy 9,January 2022,153.9
Fresh fruit and vegetables,January 2022,146.6
Energy 9,January 2022,197.3
Food and energy 9,February 2022,157.1
Fresh fruit and vegetables,February 2022,143.0
Energy 9,February 2022,204.2
Food and energy 9,March 2022,163.4
Fresh fruit and vegetables,March 2022,147.7
Energy 9,March 2022,223.5
Food and energy 9,April 2022,164.1
Fresh fruit and vegetables,April 2022,144.8
Energy 9,April 2022,225.9
Food and energy 9,May 2022,168.4
Fresh fruit and vegetables,May 2022,148.9
Energy 9,May 2022,240.7
Food and energy 9,June 2022,169.6
Fresh fruit and vegetables,June 2022,149.6
Energy 9,June 2022,246.1
Food and energy 9,July 2022,170.2
Fresh fruit and vegetables,July 2022,152.1
Energy 9,July 2022,240.9
Food and energy 9,August 2022,168.8
Fresh fruit and vegetables,August 2022,151.6
Energy 9,August 2022,227.4
Food and energy 9,September 2022,169.6
Fresh fruit and vegetables,September 2022,156.1
Energy 9,September 2022,227.5
Food and energy 9,October 2022,171.2
Fresh fruit and vegetables,October 2022,150.2
Energy 9,October 2022,237.4
Food and energy 9,November 2022,173.7
Fresh fruit and vegetables,November 2022,163.3
Energy 9,November 2022,237.0
Food and energy 9,December 2022,172.5
Fresh fruit and vegetables,December 2022,166.7
Energy 9,December 2022,227.7
Food and energy 9,January 2023,171.9
Fresh fruit and vegetables,January 2023,174.8
Energy 9,January 2023,223.3
Food and energy 9,February 2023,171.2
Fresh fruit and vegetables,February 2023,165.3
Energy 9,February 2023,220.3
Food and energy 9,March 2023,171.1
Fresh fruit and vegetables,March 2023,163.2
Energy 9,March 2023,218.4
Food and energy 9,April 2023,174.2
Fresh fruit and vegetables,April 2023,156.6
Energy 9,April 2023,228.4
Food and energy 9,May 2023,175.9
Fresh fruit and vegetables,May 2023,166.5
Energy 9,May 2023,226.8
Food and energy 9,June 2023,176.6
Fresh fruit and vegetables,June 2023,165.1
Energy 9,June 2023,225.8
Food and energy 9,July 2023,176.6
Fresh fruit and vegetables,July 2023,160.2
Energy 9,July 2023,223.7
Food and energy 9,August 2023,178.0
Fresh fruit and vegetables,August 2023,157.0
Energy 9,August 2023,230.9
Food and energy 9,September 2023,178.2
Fresh fruit and vegetables,September 2023,157.9
Energy 9,September 2023,232.4
Food and energy 9,October 2023,176.7
Fresh fruit and vegetables,October 2023,152.4
Energy 9,October 2023,231.0
Food and energy 9,November 2023,177.9
Fresh fruit and vegetables,November 2023,161.1
Energy 9,November 2023,227.9
Food and energy 9,December 2023,178.0
Fresh fruit and vegetables,December 2023,163.2
Energy 9,December 2023,225.9
Food and energy 9,January 2024,178.5
Fresh fruit and vegetables,January 2024,172.4
Energy 9,January 2024,219.2
Food and energy 9,February 2024,178.5
Fresh fruit and vegetables,February 2024,172.5
Energy 9,February 2024,220.3
Food and energy 9,March 2024,177.3
Fresh fruit and vegetables,March 2024,163.3
Energy 9,March 2024,221.0
Food and energy 9,April 2024,177.5
Fresh fruit and vegetables,April 2024,161.2
Energy 9,April 2024,225.9
Food and energy 9,May 2024,179.8
Fresh fruit and vegetables,May 2024,167.8
Energy 9,May 2024,225.4
Food and energy 9,June 2024,180.9
Fresh fruit and vegetables,June 2024,164.0
Energy 9,June 2024,225.5
Food and energy 9,July 2024,181.7
Fresh fruit and vegetables,July 2024,162.4
Energy 9,July 2024,225.3
Food and energy 9,August 2024,182.7
Fresh fruit and vegetables,August 2024,164.2
Energy 9,August 2024,225.4
Food and energy 9,September 2024,182.3
Fresh fruit and vegetables,September 2024,164.6
Energy 9,September 2024,222.4
Food and energy 9,October 2024,184.7
Fresh fruit and vegetables,October 2024,161.7
Energy 9,October 2024,236.2
Food and energy 9,November 2024,185.0
Fresh fruit and vegetables,November 2024,165.4
Energy 9,November 2024,234.1
Food and energy 9,December 2024,183.7
Fresh fruit and vegetables,December 2024,169.3
Energy 9,December 2024,231.4
Food and energy 9,January 2025,184.1
Fresh fruit and vegetables,January 2025,172.4
Energy 9,January 2025,232.0
Food and energy 9,February 2025,186.9
Fresh fruit and vegetables,February 2025,174.3
Energy 9,February 2025,234.7
Food and energy 9,March 2025,187.4
Fresh fruit and vegetables,March 2025,169.8
Energy 9,March 2025,232.7
Food and energy 9,April 2025,188.7
Fresh fruit and vegetables,April 2025,168.3
Energy 9,April 2025,236.0
Food and energy 9,May 2025,188.8
Fresh fruit and vegetables,May 2025,169.7
Energy 9,May 2025,234.7
Food and energy 9,January 2015,149.3
Fresh fruit and vegetables,January 2015,147.2
Energy 9,January 2015,173.7
Food and energy 9,February 2015,149.1
Fresh fruit and vegetables,February 2015,149.7
Energy 9,February 2015,171.3
Food and energy 9,March 2015,149.6
Fresh fruit and vegetables,March 2015,148.4
Energy 9,March 2015,173.7
Food and energy 9,April 2015,150.0
Fresh fruit and vegetables,April 2015,149.5
Energy 9,April 2015,171.9
Food and energy 9,May 2015,150.0
Fresh fruit and vegetables,May 2015,139.9
Energy 9,May 2015,173.4
Food and energy 9,June 2015,152.8
Fresh fruit and vegetables,June 2015,139.4
Energy 9,June 2015,180.1
Food and energy 9,July 2015,154.2
Fresh fruit and vegetables,July 2015,141.0
Energy 9,July 2015,182.8
Food and energy 9,August 2015,153.8
Fresh fruit and vegetables,August 2015,137.0
Energy 9,August 2015,181.7
Food and energy 9,September 2015,152.3
Fresh fruit and vegetables,September 2015,139.7
Energy 9,September 2015,175.8
Food and energy 9,October 2015,154.2
Fresh fruit and vegetables,October 2015,145.7
Energy 9,October 2015,178.3
Food and energy 9,November 2015,152.0
Fresh fruit and vegetables,November 2015,148.0
Energy 9,November 2015,174.6
Food and energy 9,December 2015,150.0
Fresh fruit and vegetables,December 2015,151.9
Energy 9,December 2015,165.4
Food and energy 9,January 2016,150.2
Fresh fruit and vegetables,January 2016,161.5
Energy 9,January 2016,160.9
Food and energy 9,February 2016,149.6
Fresh fruit and vegetables,February 2016,167.1
Energy 9,February 2016,153.8
Food and energy 9,March 2016,149.3
Fresh fruit and vegetables,March 2016,163.9
Energy 9,March 2016,155.9
Food and energy 9,April 2016,150.5
Fresh fruit and vegetables,April 2016,159.7
Energy 9,April 2016,158.7
Food and energy 9,May 2016,150.0
Fresh fruit and vegetables,May 2016,154.7
Energy 9,May 2016,160.8
Food and energy 9,June 2016,152.6
Fresh fruit and vegetables,June 2016,151.2
Energy 9,June 2016,168.4
Food and energy 9,July 2016,151.9
Fresh fruit and vegetables,July 2016,156.7
Energy 9,July 2016,168.0
Food and energy 9,August 2016,151.0
Fresh fruit and vegetables,August 2016,151.5
Energy 9,August 2016,166.2
Food and energy 9,September 2016,149.9
Fresh fruit and vegetables,September 2016,141.3
Energy 9,September 2016,165.2
Food and energy 9,October 2016,151.1
Fresh fruit and vegetables,October 2016,138.5
Energy 9,October 2016,169.3
Food and energy 9,November 2016,151.9
Fresh fruit and vegetables,November 2016,150.0
Energy 9,November 2016,169.3
Food and energy 9,December 2016,150.1
Fresh fruit and vegetables,December 2016,153.6
Energy 9,December 2016,168.9
Food and energy 9,January 2017,152.5
Fresh fruit and vegetables,January 2017,156.4
Energy 9,January 2017,172.6
Food and energy 9,February 2017,152.1
Fresh fruit and vegetables,February 2017,146.9
Energy 9,February 2017,171.2
Food and energy 9,March 2017,153.7
Fresh fruit and vegetables,March 2017,155.1
Energy 9,March 2017,172.3
Food and energy 9,April 2017,153.7
Fresh fruit and vegetables,April 2017,156.8
Energy 9,April 2017,172.5
Food and energy 9,May 2017,153.6
Fresh fruit and vegetables,May 2017,161.6
Energy 9,May 2017,173.0
Food and energy 9,June 2017,153.9
Fresh fruit and vegetables,June 2017,160.7
Energy 9,June 2017,172.7
Food and energy 9,July 2017,153.1
Fresh fruit and vegetables,July 2017,165.5
Energy 9,July 2017,171.1
Food and energy 9,August 2017,152.8
Fresh fruit and vegetables,August 2017,163.4
Energy 9,August 2017,172.0
Food and energy 9,September 2017,153.6
Fresh fruit and vegetables,September 2017,162.8
Energy 9,September 2017,171.7
Food and energy 9,October 2017,154.5
Fresh fruit and vegetables,October 2017,164.7
Energy 9,October 2017,173.3
Food and energy 9,November 2017,156.9
Fresh fruit and vegetables,November 2017,159.0
Energy 9,November 2017,180.9
Food and energy 9,December 2017,156.6
Fresh fruit and vegetables,December 2017,157.7
Energy 9,December 2017,184.4
Food and energy 9,January 2018,157.8
Fresh fruit and vegetables,January 2018,161.1
Energy 9,January 2018,186.1
Food and energy 9,February 2018,157.9
Fresh fruit and vegetables,February 2018,159.3
Energy 9,February 2018,187.5
Food and energy 9,March 2018,157.3
Fresh fruit and vegetables,March 2018,160.2
Energy 9,March 2018,184.9
Food and energy 9,April 2018,157.9
Fresh fruit and vegetables,April 2018,160.2
Energy 9,April 2018,186.9
Food and energy 9,May 2018,159.0
Fresh fruit and vegetables,May 2018,159.4
Energy 9,May 2018,190.9
Food and energy 9,June 2018,159.8
Fresh fruit and vegetables,June 2018,168.9
Energy 9,June 2018,194.3
Food and energy 9,July 2018,161.0
Fresh fruit and vegetables,July 2018,169.5
Energy 9,July 2018,195.0
Food and energy 9,August 2018,160.3
Fresh fruit and vegetables,August 2018,169.3
Energy 9,August 2018,195.0
Food and energy 9,September 2018,162.1
Fresh fruit and vegetables,September 2018,163.1
Energy 9,September 2018,197.0
Food and energy 9,October 2018,160.0
Fresh fruit and vegetables,October 2018,158.8
Energy 9,October 2018,195.7
Food and energy 9,November 2018,161.3
Fresh fruit and vegetables,November 2018,165.6
Energy 9,November 2018,193.8
Food and energy 9,December 2018,158.0
Fresh fruit and vegetables,December 2018,173.6
Energy 9,December 2018,185.5
Food and energy 9,January 2019,157.0
Fresh fruit and vegetables,January 2019,175.3
Energy 9,January 2019,176.8
Food and energy 9,February 2019,158.6
Fresh fruit and vegetables,February 2019,168.7
Energy 9,February 2019,182.6
Food and energy 9,March 2019,161.1
Fresh fruit and vegetables,March 2019,171.2
Energy 9,March 2019,189.0
Food and energy 9,April 2019,161.2
Fresh fruit and vegetables,April 2019,170.9
Energy 9,April 2019,192.2
Food and energy 9,May 2019,163.5
Fresh fruit and vegetables,May 2019,171.2
Energy 9,May 2019,197.0
Food and energy 9,June 2019,163.3
Fresh fruit and vegetables,June 2019,184.0
