Product,Date,CPI_Value
Energy 9,June 2016,145.0
Food and energy 9,July 2016,149.0
Fresh fruit and vegetables,July 2016,138.0
Energy 9,July 2016,144.3
Food and energy 9,August 2016,147.1
Fresh fruit and vegetables,August 2016,129.1
Energy 9,August 2016,142.2
Food and energy 9,September 2016,148.1
Fresh fruit and vegetables,September 2016,125.2
Energy 9,September 2016,146.0
Food and energy 9,October 2016,148.5
Fresh fruit and vegetables,October 2016,120.7
Energy 9,October 2016,149.0
Food and energy 9,November 2016,148.7
Fresh fruit and vegetables,November 2016,121.4
Energy 9,November 2016,149.0
Food and energy 9,December 2016,147.5
Fresh fruit and vegetables,December 2016,122.3
Energy 9,December 2016,148.8
Food and energy 9,January 2017,151.0
Fresh fruit and vegetables,January 2017,129.8
Energy 9,January 2017,154.8
Food and energy 9,February 2017,149.2
Fresh fruit and vegetables,February 2017,127.8
Energy 9,February 2017,150.7
Food and energy 9,March 2017,148.6
Fresh fruit and vegetables,March 2017,124.4
Energy 9,March 2017,149.6
Food and energy 9,April 2017,151.1
Fresh fruit and vegetables,April 2017,125.9
Energy 9,April 2017,154.1
Food and energy 9,May 2017,150.5
Fresh fruit and vegetables,May 2017,131.8
Energy 9,May 2017,151.6
Food and energy 9,June 2017,149.5
Fresh fruit and vegetables,June 2017,130.3
Energy 9,June 2017,150.1
Food and energy 9,July 2017,148.6
Fresh fruit and vegetables,July 2017,128.0
Energy 9,July 2017,148.3
Food and energy 9,August 2017,150.1
Fresh fruit and vegetables,August 2017,125.4
Energy 9,August 2017,151.1
Food and energy 9,September 2017,151.9
Fresh fruit and vegetables,September 2017,122.2
Energy 9,September 2017,157.3
Food and energy 9,October 2017,149.9
Fresh fruit and vegetables,October 2017,116.1
Energy 9,October 2017,152.6
Food and energy 9,November 2017,152.5
Fresh fruit and vegetables,November 2017,122.4
Energy 9,November 2017,158.1
Food and energy 9,December 2017,152.4
Fresh fruit and vegetables,December 2017,126.4
Energy 9,December 2017,156.6
Food and energy 9,January 2018,153.4
Fresh fruit and vegetables,January 2018,136.1
Energy 9,January 2018,158.5
Food and energy 9,February 2018,153.6
Fresh fruit and vegetables,February 2018,133.2
Energy 9,February 2018,158.3
Food and energy 9,March 2018,153.3
Fresh fruit and vegetables,March 2018,127.2
Energy 9,March 2018,157.8
Food and energy 9,April 2018,156.1
Fresh fruit and vegetables,April 2018,130.3
Energy 9,April 2018,163.4
Food and energy 9,May 2018,157.1
Fresh fruit and vegetables,May 2018,130.5
Energy 9,May 2018,168.0
Food and energy 9,June 2018,156.7
Fresh fruit and vegetables,June 2018,131.4
Energy 9,June 2018,166.4
Food and energy 9,July 2018,157.7
Fresh fruit and vegetables,July 2018,139.3
Energy 9,July 2018,167.2
Food and energy 9,August 2018,157.9
Fresh fruit and vegetables,August 2018,131.4
Energy 9,August 2018,166.6
Food and energy 9,September 2018,157.5
Fresh fruit and vegetables,September 2018,123.9
Energy 9,September 2018,167.4
Food and energy 9,October 2018,157.4
Fresh fruit and vegetables,October 2018,122.3
Energy 9,October 2018,168.3
Food and energy 9,November 2018,155.0
Fresh fruit and vegetables,November 2018,127.6
Energy 9,November 2018,160.1
Food and energy 9,December 2018,152.3
Fresh fruit and vegetables,December 2018,133.8
Energy 9,December 2018,153.3
Food and energy 9,January 2019,152.9
Fresh fruit and vegetables,January 2019,138.7
Energy 9,January 2019,150.4
Food and energy 9,February 2019,153.9
Fresh fruit and vegetables,February 2019,140.5
Energy 9,February 2019,152.9
Food and energy 9,March 2019,156.8
Fresh fruit and vegetables,March 2019,138.2
Energy 9,March 2019,159.8
Food and energy 9,April 2019,159.9
Fresh fruit and vegetables,April 2019,134.5
Energy 9,April 2019,170.6
Food and energy 9,May 2019,160.5
Fresh fruit and vegetables,May 2019,131.4
Energy 9,May 2019,170.9
Food and energy 9,June 2019,158.8
Fresh fruit and vegetables,June 2019,147.3
Energy 9,June 2019,162.8
Food and energy 9,July 2019,160.8
Fresh fruit and vegetables,July 2019,145.3
Energy 9,July 2019,166.7
Food and energy 9,August 2019,160.6
Fresh fruit and vegetables,August 2019,139.5
Energy 9,August 2019,164.9
Food and energy 9,September 2019,158.9
Fresh fruit and vegetables,September 2019,136.0
Energy 9,September 2019,163.3
Food and energy 9,October 2019,158.7
Fresh fruit and vegetables,October 2019,131.7
Energy 9,October 2019,164.0
Food and energy 9,November 2019,160.5
Fresh fruit and vegetables,November 2019,139.1
Energy 9,November 2019,164.9
Food and energy 9,December 2019,159.7
Fresh fruit and vegetables,December 2019,143.9
Energy 9,December 2019,164.8
Food and energy 9,January 2020,161.5
Fresh fruit and vegetables,January 2020,145.5
Energy 9,January 2020,164.6
Food and energy 9,February 2020,159.0
Fresh fruit and vegetables,February 2020,141.0
Energy 9,February 2020,159.9
Food and energy 9,March 2020,154.5
Fresh fruit and vegetables,March 2020,136.1
Energy 9,March 2020,147.3
Food and energy 9,April 2020,149.5
Fresh fruit and vegetables,April 2020,140.3
Energy 9,April 2020,131.5
Food and energy 9,May 2020,152.1
Fresh fruit and vegetables,May 2020,140.2
Energy 9,May 2020,136.5
Food and energy 9,June 2020,155.0
Fresh fruit and vegetables,June 2020,145.0
Energy 9,June 2020,144.1
Food and energy 9,July 2020,156.7
Fresh fruit and vegetables,July 2020,145.7
Energy 9,July 2020,148.5
Food and energy 9,August 2020,155.6
Fresh fruit and vegetables,August 2020,143.0
Energy 9,August 2020,147.5
Food and energy 9,September 2020,153.9
Fresh fruit and vegetables,September 2020,135.5
Energy 9,September 2020,147.4
Food and energy 9,October 2020,155.4
Fresh fruit and vegetables,October 2020,139.0
Energy 9,October 2020,147.5
Food and energy 9,November 2020,154.5
Fresh fruit and vegetables,November 2020,141.1
Energy 9,November 2020,145.7
Food and energy 9,December 2020,156.2
Fresh fruit and vegetables,December 2020,140.8
Energy 9,December 2020,149.4
Food and energy 9,January 2021,159.5
Fresh fruit and vegetables,January 2021,142.8
Energy 9,January 2021,154.7
Food and energy 9,February 2021,161.2
Fresh fruit and vegetables,February 2021,145.3
Energy 9,February 2021,159.5
Food and energy 9,March 2021,163.9
Fresh fruit and vegetables,March 2021,139.7
Energy 9,March 2021,167.3
Food and energy 9,April 2021,165.2
Fresh fruit and vegetables,April 2021,135.1
Energy 9,April 2021,169.8
Food and energy 9,May 2021,167.3
Fresh fruit and vegetables,May 2021,139.5
Energy 9,May 2021,172.6
Food and energy 9,June 2021,168.1
Fresh fruit and vegetables,June 2021,140.0
Energy 9,June 2021,174.0
Food and energy 9,July 2021,170.5
Fresh fruit and vegetables,July 2021,142.1
Energy 9,July 2021,178.0
Food and energy 9,August 2021,171.4
Fresh fruit and vegetables,August 2021,139.0
Energy 9,August 2021,178.5
Food and energy 9,September 2021,171.8
Fresh fruit and vegetables,September 2021,134.9
Energy 9,September 2021,179.7
Food and energy 9,October 2021,174.5
Fresh fruit and vegetables,October 2021,133.9
Energy 9,October 2021,185.0
Food and energy 9,November 2021,175.6
Fresh fruit and vegetables,November 2021,144.3
Energy 9,November 2021,187.1
Food and energy 9,December 2021,174.3
Fresh fruit and vegetables,December 2021,148.8
Energy 9,December 2021,181.7
Food and energy 9,January 2022,177.3
Fresh fruit and vegetables,January 2022,150.7
Energy 9,January 2022,185.7
Food and energy 9,February 2022,181.3
Fresh fruit and vegetables,February 2022,150.1
Energy 9,February 2022,193.9
Food and energy 9,March 2022,188.0
Fresh fruit and vegetables,March 2022,147.9
Energy 9,March 2022,208.3
Food and energy 9,April 2022,191.3
Fresh fruit and vegetables,April 2022,149.2
Energy 9,April 2022,212.7
Food and energy 9,May 2022,200.2
Fresh fruit and vegetables,May 2022,154.8
Energy 9,May 2022,234.5
Food and energy 9,June 2022,202.5
Fresh fruit and vegetables,June 2022,154.0
Energy 9,June 2022,240.3
Food and energy 9,July 2022,198.2
Fresh fruit and vegetables,July 2022,157.3
Energy 9,July 2022,226.1
Food and energy 9,August 2022,195.3
Fresh fruit and vegetables,August 2022,153.4
Energy 9,August 2022,214.7
Food and energy 9,September 2022,191.5
Fresh fruit and vegetables,September 2022,153.1
Energy 9,September 2022,202.5
Food and energy 9,October 2022,195.4
Fresh fruit and vegetables,October 2022,145.8
Energy 9,October 2022,213.3
Food and energy 9,November 2022,201.1
Fresh fruit and vegetables,November 2022,156.2
Energy 9,November 2022,225.0
Food and energy 9,December 2022,191.8
Fresh fruit and vegetables,December 2022,161.5
Energy 9,December 2022,201.6
Food and energy 9,January 2023,194.9
Fresh fruit and vegetables,January 2023,167.0
Energy 9,January 2023,203.4
Food and energy 9,February 2023,196.4
Fresh fruit and vegetables,February 2023,169.8
Energy 9,February 2023,206.6
Food and energy 9,March 2023,194.4
Fresh fruit and vegetables,March 2023,164.0
Energy 9,March 2023,199.5
Food and energy 9,April 2023,199.3
Fresh fruit and vegetables,April 2023,162.7
Energy 9,April 2023,209.4
Food and energy 9,May 2023,197.4
Fresh fruit and vegetables,May 2023,167.7
Energy 9,May 2023,200.1
Food and energy 9,June 2023,198.7
Fresh fruit and vegetables,June 2023,171.0
Energy 9,June 2023,201.8
Food and energy 9,July 2023,202.3
Fresh fruit and vegetables,July 2023,167.0
Energy 9,July 2023,209.5
Food and energy 9,August 2023,204.5
Fresh fruit and vegetables,August 2023,159.8
Energy 9,August 2023,219.0
Food and energy 9,September 2023,206.2
Fresh fruit and vegetables,September 2023,163.6
Energy 9,September 2023,222.3
Food and energy 9,October 2023,201.6
Fresh fruit and vegetables,October 2023,157.0
Energy 9,October 2023,211.0
Food and energy 9,November 2023,200.3
Fresh fruit and vegetables,November 2023,168.1
Energy 9,November 2023,205.1
Food and energy 9,December 2023,199.5
Fresh fruit and vegetables,December 2023,172.2
Energy 9,December 2023,200.2
Food and energy 9,January 2024,198.9
Fresh fruit and vegetables,January 2024,176.3
Energy 9,January 2024,196.7
Food and energy 9,February 2024,200.7
Fresh fruit and vegetables,February 2024,177.4
Energy 9,February 2024,202.0
Food and energy 9,March 2024,201.5
Fresh fruit and vegetables,March 2024,167.7
Energy 9,March 2024,204.0
Food and energy 9,April 2024,208.6
Fresh fruit and vegetables,April 2024,166.1
Energy 9,April 2024,222.7
Food and energy 9,May 2024,207.5
Fresh fruit and vegetables,May 2024,171.1
Energy 9,May 2024,217.7
Food and energy 9,June 2024,206.7
Fresh fruit and vegetables,June 2024,171.4
Energy 9,June 2024,213.1
Food and energy 9,July 2024,208.7
Fresh fruit and vegetables,July 2024,175.0
Energy 9,July 2024,216.8
Food and energy 9,August 2024,206.3
Fresh fruit and vegetables,August 2024,168.5
Energy 9,August 2024,211.8
Food and energy 9,September 2024,202.4
Fresh fruit and vegetables,September 2024,169.3
Energy 9,September 2024,201.8
Food and energy 9,October 2024,203.3
Fresh fruit and vegetables,October 2024,159.9
Energy 9,October 2024,204.3
Food and energy 9,November 2024,204.6
Fresh fruit and vegetables,November 2024,161.8
Energy 9,November 2024,206.1
Food and energy 9,December 2024,201.2
Fresh fruit and vegetables,December 2024,171.1
Energy 9,December 2024,205.0
Food and energy 9,January 2025,198.9
Fresh fruit and vegetables,January 2025,181.1
Energy 9,January 2025,204.3
Food and energy 9,February 2025,203.6
Fresh fruit and vegetables,February 2025,180.5
Energy 9,February 2025,206.5
Food and energy 9,March 2025,204.8
Fresh fruit and vegetables,March 2025,171.4
Energy 9,March 2025,201.2
Food and energy 9,April 2025,201.5
Fresh fruit and vegetables,April 2025,169.3
Energy 9,April 2025,191.5
Food and energy 9,May 2025,202.8
Fresh fruit and vegetables,May 2025,175.8
Energy 9,May 2025,192.3
Food and energy 9,January 2015,139.2
Fresh fruit and vegetables,January 2015,130.4
Energy 9,January 2015,135.0
Food and energy 9,February 2015,141.3
Fresh fruit and vegetables,February 2015,128.9
Energy 9,February 2015,140.6
Food and energy 9,March 2015,142.6
Fresh fruit and vegetables,March 2015,127.5
Energy 9,March 2015,145.7
Food and energy 9,April 2015,142.8
Fresh fruit and vegetables,April 2015,125.8
Energy 9,April 2015,145.1
Food and energy 9,May 2015,144.4
Fresh fruit and vegetables,May 2015,127.7
Energy 9,May 2015,148.9
Food and energy 9,June 2015,145.6
Fresh fruit and vegetables,June 2015,129.7
Energy 9,June 2015,153.0
Food and energy 9,July 2015,145.6
Fresh fruit and vegetables,July 2015,128.2
Energy 9,July 2015,152.7
Food and energy 9,August 2015,144.1
Fresh fruit and vegetables,August 2015,121.5
Energy 9,August 2015,148.5
Food and energy 9,September 2015,142.7
Fresh fruit and vegetables,September 2015,118.3
Energy 9,September 2015,143.6
Food and energy 9,October 2015,142.1
Fresh fruit and vegetables,October 2015,122.8
Energy 9,October 2015,140.6
Food and energy 9,November 2015,142.2
Fresh fruit and vegetables,November 2015,126.9
Energy 9,November 2015,140.9
Food and energy 9,December 2015,142.2
Fresh fruit and vegetables,December 2015,135.9
Energy 9,December 2015,139.3
Food and energy 9,January 2016,142.4
Fresh fruit and vegetables,January 2016,146.4
Energy 9,January 2016,135.3
Food and energy 9,February 2016,141.9
Fresh fruit and vegetables,February 2016,151.8
Energy 9,February 2016,130.6
Food and energy 9,March 2016,141.9
Fresh fruit and vegetables,March 2016,145.2
Energy 9,March 2016,131.9
Food and energy 9,April 2016,143.2
Fresh fruit and vegetables,April 2016,139.0
Energy 9,April 2016,138.5
Food and energy 9,May 2016,143.2
Fresh fruit and vegetables,May 2016,132.2
Energy 9,May 2016,140.2
Food and energy 9,June 2016,143.0
Fresh fruit and vegetables,June 2016,133.2
Energy 9,June 2016,142.0
Food and energy 9,July 2016,142.0
Fresh fruit and vegetables,July 2016,132.6
Energy 9,July 2016,137.8
Food and energy 9,August 2016,141.1
Fresh fruit and vegetables,August 2016,123.3
Energy 9,August 2016,137.6
Food and energy 9,September 2016,141.4
Fresh fruit and vegetables,September 2016,118.6
Energy 9,September 2016,139.2
Food and energy 9,October 2016,141.7
Fresh fruit and vegetables,October 2016,118.6
Energy 9,October 2016,142.5
Food and energy 9,November 2016,142.1
Fresh fruit and vegetables,November 2016,125.0
Energy 9,November 2016,141.1
Food and energy 9,December 2016,142.6
Fresh fruit and vegetables,December 2016,124.5
Energy 9,December 2016,143.6
Food and energy 9,January 2017,144.4
Fresh fruit and vegetables,January 2017,131.2
Energy 9,January 2017,145.6
Food and energy 9,February 2017,143.5
Fresh fruit and vegetables,February 2017,128.9
Energy 9,February 2017,143.4
Food and energy 9,March 2017,143.4
Fresh fruit and vegetables,March 2017,128.9
Energy 9,March 2017,142.3
Food and energy 9,April 2017,145.3
Fresh fruit and vegetables,April 2017,128.8
Energy 9,April 2017,148.5
Food and energy 9,May 2017,145.0
Fresh fruit and vegetables,May 2017,134.6
Energy 9,May 2017,145.2
Food and energy 9,June 2017,144.6
Fresh fruit and vegetables,June 2017,136.4
Energy 9,June 2017,142.1
Food and energy 9,July 2017,144.7
Fresh fruit and vegetables,July 2017,134.9
Energy 9,July 2017,141.9
Food and energy 9,August 2017,144.7
Fresh fruit and vegetables,August 2017,124.3
Energy 9,August 2017,144.7
Food and energy 9,September 2017,145.3
Fresh fruit and vegetables,September 2017,113.9
Energy 9,September 2017,150.5
Food and energy 9,October 2017,143.7
Fresh fruit and vegetables,October 2017,113.9
Energy 9,October 2017,146.2
Food and energy 9,November 2017,146.4
Fresh fruit and vegetables,November 2017,126.5
Energy 9,November 2017,151.6
Food and energy 9,December 2017,146.2
Fresh fruit and vegetables,December 2017,131.2
Energy 9,December 2017,149.4
Food and energy 9,January 2018,147.6
Fresh fruit and vegetables,January 2018,136.6
Energy 9,January 2018,152.7
Food and energy 9,February 2018,147.8
Fresh fruit and vegetables,February 2018,133.9
Energy 9,February 2018,152.7
Food and energy 9,March 2018,147.8
Fresh fruit and vegetables,March 2018,131.1
Energy 9,March 2018,154.7
Food and energy 9,April 2018,149.2
Fresh fruit and vegetables,April 2018,128.8
Energy 9,April 2018,158.9
Food and energy 9,May 2018,150.0
Fresh fruit and vegetables,May 2018,131.3
Energy 9,May 2018,162.1
Food and energy 9,June 2018,150.2
Fresh fruit and vegetables,June 2018,138.3
Energy 9,June 2018,159.8
Food and energy 9,July 2018,150.1
Fresh fruit and vegetables,July 2018,138.3
Energy 9,July 2018,159.0
Food and energy 9,August 2018,149.4
Fresh fruit and vegetables,August 2018,127.6
Energy 9,August 2018,158.9
Food and energy 9,September 2018,148.9
Fresh fruit and vegetables,September 2018,121.2
Energy 9,September 2018,159.3
Food and energy 9,October 2018,147.7
Fresh fruit and vegetables,October 2018,123.7
Energy 9,October 2018,156.0
Food and energy 9,November 2018,146.7
Fresh fruit and vegetables,November 2018,134.0
Energy 9,November 2018,148.0
Food and energy 9,December 2018,146.5
Fresh fruit and vegetables,December 2018,145.0
Energy 9,December 2018,143.1
Food and energy 9,January 2019,146.7
Fresh fruit and vegetables,January 2019,144.5
Energy 9,January 2019,142.1
Food and energy 9,February 2019,147.7
Fresh fruit and vegetables,February 2019,148.5
Energy 9,February 2019,142.7
Food and energy 9,March 2019,149.7
Fresh fruit and vegetables,March 2019,148.0
Energy 9,March 2019,150.6
Food and energy 9,April 2019,150.6
Fresh fruit and vegetables,April 2019,143.5
Energy 9,April 2019,155.9
Food and energy 9,May 2019,151.8
Fresh fruit and vegetables,May 2019,143.3
Energy 9,May 2019,158.0
Food and energy 9,June 2019,150.8
Fresh fruit and vegetables,June 2019,147.0
Energy 9,June 2019,152.0
Food and energy 9,July 2019,152.2
Fresh fruit and vegetables,July 2019,148.2
Energy 9,July 2019,154.6
Food and energy 9,August 2019,150.3
Fresh fruit and vegetables,August 2019,139.7
Energy 9,August 2019,150.0
Food and energy 9,September 2019,149.3
Fresh fruit and vegetables,September 2019,130.6
Energy 9,September 2019,148.6
Food and energy 9,October 2019,149.0
Fresh fruit and vegetables,October 2019,131.2
Energy 9,October 2019,148.6
Food and energy 9,November 2019,150.4
Fresh fruit and vegetables,November 2019,143.7
Energy 9,November 2019,148.4
Food and energy 9,December 2019,150.8
Fresh fruit and vegetables,December 2019,152.9
Energy 9,December 2019,147.9
Food and energy 9,January 2020,151.7
Fresh fruit and vegetables,January 2020,151.4
Energy 9,January 2020,147.7
Food and energy 9,February 2020,151.1
Fresh fruit and vegetables,February 2020,151.4
Energy 9,February 2020,145.6
Food and energy 9,March 2020,147.5
Fresh fruit and vegetables,March 2020,140.9
Energy 9,March 2020,134.8
Food and energy 9,April 2020,146.0
Fresh fruit and vegetables,April 2020,149.6
Energy 9,April 2020,123.0
Food and energy 9,May 2020,147.8
Fresh fruit and vegetables,May 2020,143.3
Energy 9,May 2020,129.3
Food and energy 9,June 2020,149.9
Fresh fruit and vegetables,June 2020,148.1
Energy 9,June 2020,135.2
Food and energy 9,July 2020,150.9
Fresh fruit and vegetables,July 2020,151.1
Energy 9,July 2020,138.7
Food and energy 9,August 2020,149.6
Fresh fruit and vegetables,August 2020,141.4
Energy 9,August 2020,138.1
Food and energy 9,September 2020,148.0
Fresh fruit and vegetables,September 2020,134.6
Energy 9,September 2020,137.1
Food and energy 9,October 2020,148.6
Fresh fruit and vegetables,October 2020,142.3
Energy 9,October 2020,135.5
Food and energy 9,November 2020,148.9
Fresh fruit and vegetables,November 2020,144.8
Energy 9,November 2020,135.2
Food and energy 9,December 2020,149.8
Fresh fruit and vegetables,December 2020,144.2
Energy 9,December 2020,138.9
Food and energy 9,January 2021,151.7
Fresh fruit and vegetables,January 2021,145.5
Energy 9,January 2021,143.1
Food and energy 9,February 2021,154.3
Fresh fruit and vegetables,February 2021,152.9
Energy 9,February 2021,147.8
Food and energy 9,March 2021,154.3
Fresh fruit and vegetables,March 2021,142.5
Energy 9,March 2021,152.7
Food and energy 9,April 2021,154.9
Fresh fruit and vegetables,April 2021,139.4
Energy 9,April 2021,153.1
Food and energy 9,May 2021,156.5
Fresh fruit and vegetables,May 2021,141.6
Energy 9,May 2021,156.7
Food and energy 9,June 2021,157.2
Fresh fruit and vegetables,June 2021,142.9
Energy 9,June 2021,158.5
Food and energy 9,July 2021,158.8
Fresh fruit and vegetables,July 2021,145.9
Energy 9,July 2021,160.8
Food and energy 9,August 2021,159.1
Fresh fruit and vegetables,August 2021,139.4
Energy 9,August 2021,162.4
Food and energy 9,September 2021,159.8
Fresh fruit and vegetables,September 2021,135.2
Energy 9,September 2021,164.1
Food and energy 9,October 2021,162.2
Fresh fruit and vegetables,October 2021,137.1
Energy 9,October 2021,169.1
Food and energy 9,November 2021,163.7
Fresh fruit and vegetables,November 2021,146.4
Energy 9,November 2021,170.9
Food and energy 9,December 2021,163.5
Fresh fruit and vegetables,December 2021,151.0
Energy 9,December 2021,168.0
Food and energy 9,January 2022,165.8
Fresh fruit and vegetables,January 2022,153.1
Energy 9,January 2022,171.9
Food and energy 9,February 2022,170.3
Fresh fruit and vegetables,February 2022,155.7
Energy 9,February 2022,180.2
Food and energy 9,March 2022,174.6
Fresh fruit and vegetables,March 2022,152.1
Energy 9,March 2022,194.2
Food and energy 9,April 2022,176.8
Fresh fruit and vegetables,April 2022,152.3
Energy 9,April 2022,195.1
Food and energy 9,May 2022,183.0
Fresh fruit and vegetables,May 2022,162.0
Energy 9,May 2022,214.3
Food and energy 9,June 2022,185.4
Fresh fruit and vegetables,June 2022,157.2
Energy 9,June 2022,221.5
Food and energy 9,July 2022,182.3
Fresh fruit and vegetables,July 2022,154.3
Energy 9,July 2022,209.0
Food and energy 9,August 2022,180.5
Fresh fruit and vegetables,August 2022,152.5
Energy 9,August 2022,198.5
Food and energy 9,September 2022,177.9
Fresh fruit and vegetables,September 2022,154.1
Energy 9,September 2022,184.1
Food and energy 9,October 2022,181.0
Fresh fruit and vegetables,October 2022,152.0
Energy 9,October 2022,191.3
Food and energy 9,November 2022,183.7
Fresh fruit and vegetables,November 2022,160.8
Energy 9,November 2022,195.1
Food and energy 9,December 2022,178.8
Fresh fruit and vegetables,December 2022,168.0
Energy 9,December 2022,179.0
Food and energy 9,January 2023,182.4
Fresh fruit and vegetables,January 2023,171.0
Energy 9,January 2023,183.7
Food and energy 9,February 2023,182.7
Fresh fruit and vegetables,February 2023,176.5
Energy 9,February 2023,181.0
Food and energy 9,March 2023,183.1
Fresh fruit and vegetables,March 2023,169.9
Energy 9,March 2023,180.7
Food and energy 9,April 2023,186.0
Fresh fruit and vegetables,April 2023,169.5
Energy 9,April 2023,186.9
Food and energy 9,May 2023,186.5
Fresh fruit and vegetables,May 2023,171.3
Energy 9,May 2023,186.3
Food and energy 9,June 2023,188.2
Fresh fruit and vegetables,June 2023,175.3
Energy 9,June 2023,188.4
Food and energy 9,July 2023,188.7
Fresh fruit and vegetables,July 2023,170.0
Energy 9,July 2023,189.6
Food and energy 9,August 2023,190.2
Fresh fruit and vegetables,August 2023,165.8
Energy 9,August 2023,196.7
Food and energy 9,September 2023,190.0
Fresh fruit and vegetables,September 2023,165.6
Energy 9,September 2023,196.6
Food and energy 9,October 2023,188.1
Fresh fruit and vegetables,October 2023,162.6
Energy 9,October 2023,189.3
Food and energy 9,November 2023,187.5
Fresh fruit and vegetables,November 2023,172.1
Energy 9,November 2023,185.2
Food and energy 9,December 2023,187.0
Fresh fruit and vegetables,December 2023,175.6
Energy 9,December 2023,182.0
Food and energy 9,January 2024,187.2
Fresh fruit and vegetables,January 2024,179.8
Energy 9,January 2024,181.0
Food and energy 9,February 2024,188.2
Fresh fruit and vegetables,February 2024,180.3
Energy 9,February 2024,184.2
Food and energy 9,March 2024,188.1
Fresh fruit and vegetables,March 2024,176.0
Energy 9,March 2024,184.9
Food and energy 9,April 2024,190.6
Fresh fruit and vegetables,April 2024,170.7
Energy 9,April 2024,194.9
Food and energy 9,May 2024,191.8
Fresh fruit and vegetables,May 2024,174.9
Energy 9,May 2024,194.5
Food and energy 9,June 2024,190.1
Fresh fruit and vegetables,June 2024,174.2
Energy 9,June 2024,189.5
Food and energy 9,July 2024,191.4
Fresh fruit and vegetables,July 2024,173.9
Energy 9,July 2024,192.4
Food and energy 9,August 2024,190.3
Fresh fruit and vegetables,August 2024,172.5
Energy 9,August 2024,188.2
Food and energy 9,September 2024,187.7
Fresh fruit and vegetables,September 2024,168.5
Energy 9,September 2024,179.2
Food and energy 9,October 2024,186.6
Fresh fruit and vegetables,October 2024,162.8
Energy 9,October 2024,178.7
Food and energy 9,November 2024,188.3
Fresh fruit and vegetables,November 2024,170.4
Energy 9,November 2024,180.4
Food and energy 9,December 2024,187.6
Fresh fruit and vegetables,December 2024,175.2
Energy 9,December 2024,180.3
Food and energy 9,January 2025,188.5
Fresh fruit and vegetables,January 2025,179.4
Energy 9,January 2025,184.6
Food and energy 9,February 2025,189.8
Fresh fruit and vegetables,February 2025,181.0
Energy 9,February 2025,184.0
Food and energy 9,March 2025,191.7
Fresh fruit and vegetables,March 2025,174.8
Energy 9,March 2025,181.6
Food and energy 9,April 2025,192.0
Fresh fruit and vegetables,April 2025,172.4
Energy 9,April 2025,182.6
Food and energy 9,May 2025,192.7
Fresh fruit and vegetables,May 2025,172.3
Energy 9,May 2025,182.3
Food and energy 9,January 2015,140.5
Fresh fruit and vegetables,January 2015,131.2
Energy 9,January 2015,145.0
Food and energy 9,February 2015,142.7
Fresh fruit and vegetables,February 2015,131.1
Energy 9,February 2015,151.6
Food and energy 9,March 2015,144.0
Fresh fruit and vegetables,March 2015,128.4
Energy 9,March 2015,155.9
Food and energy 9,April 2015,142.8
Fresh fruit and vegetables,April 2015,124.9
Energy 9,April 2015,152.5
Food and energy 9,May 2015,146.0
Fresh fruit and vegetables,May 2015,131.8
Energy 9,May 2015,159.2
Food and energy 9,June 2015,147.6
Fresh fruit and vegetables,June 2015,129.3
Energy 9,June 2015,163.9
Food and energy 9,July 2015,148.7
Fresh fruit and vegetables,July 2015,131.0
Energy 9,July 2015,167.7
Food and energy 9,August 2015,146.6
Fresh fruit and vegetables,August 2015,123.8
Energy 9,August 2015,161.8
Food and energy 9,September 2015,143.6
Fresh fruit and vegetables,September 2015,121.7
Energy 9,September 2015,155.2
Food and energy 9,October 2015,142.6
Fresh fruit and vegetables,October 2015,124.9
Energy 9,October 2015,149.4
Food and energy 9,November 2015,143.9
Fresh fruit and vegetables,November 2015,132.9
Energy 9,November 2015,151.2
Food and energy 9,December 2015,144.3
Fresh fruit and vegetables,December 2015,140.3
Energy 9,December 2015,149.6
Food and energy 9,January 2016,144.9
Fresh fruit and vegetables,January 2016,153.2
Energy 9,January 2016,147.0
Food and energy 9,February 2016,144.4
Fresh fruit and vegetables,February 2016,159.6
Energy 9,February 2016,143.0
Food and energy 9,March 2016,144.8
Fresh fruit and vegetables,March 2016,151.0
Energy 9,March 2016,145.8
Food and energy 9,April 2016,146.5
Fresh fruit and vegetables,April 2016,142.8
Energy 9,April 2016,153.5
Food and energy 9,May 2016,147.2
Fresh fruit and vegetables,May 2016,136.6
Energy 9,May 2016,158.1
Food and energy 9,June 2016,147.4
Fresh fruit and vegetables,June 2016,137.8
Energy 9,June 2016,159.1
Food and energy 9,July 2016,147.0
Fresh fruit and vegetables,July 2016,134.3
Energy 9,July 2016,157.4
Food and energy 9,August 2016,145.5
Fresh fruit and vegetables,August 2016,124.5
Energy 9,August 2016,155.8
Food and energy 9,September 2016,144.0
Fresh fruit and vegetables,September 2016,118.3
Energy 9,September 2016,155.4
Food and energy 9,October 2016,145.0
Fresh fruit and vegetables,October 2016,118.0
Energy 9,October 2016,157.8
Food and energy 9,November 2016,144.7
Fresh fruit and vegetables,November 2016,126.7
Energy 9,November 2016,155.2
Food and energy 9,December 2016,145.6
Fresh fruit and vegetables,December 2016,128.1
Energy 9,December 2016,158.1
Food and energy 9,January 2017,147.4
Fresh fruit and vegetables,January 2017,130.4
Energy 9,January 2017,162.9
Food and energy 9,February 2017,146.6
Fresh fruit and vegetables,February 2017,131.7
Energy 9,February 2017,159.2
Food and energy 9,March 2017,145.8
Fresh fruit and vegetables,March 2017,128.2
